Nro_Orden,Codigo_MP,Nro_Analisis,Cantidad_Consumida,Posicion
OF-2020-0157,MP-0057,QC-2023-02513,20.719,2
OF-2020-0157,MP-0050,QC-2021-01012,8.879,3
OF-2020-0157,MP-0078,QC-2022-02296,35.544,4
OF-2020-0157,MP-0068,QC-2022-02111,5.667,5
OF-2023-0158,MP-0004,QC-2024-00703,35.904,1
OF-2023-0158,MP-0073,QC-2020-01938,30.624,2
OF-2023-0158,MP-0042,QC-2023-03199,8.279,3
OF-2024-0159,MP-0021,QC-2020-00366,49.177,1
OF-2024-0159,MP-0040,QC-2024-00597,19.733,2
OF-2024-0159,MP-0074,QC-2021-01399,48.601,3
OF-2023-0161,MP-0016,QC-2023-03169,35.684,1
OF-2023-0161,MP-0065,QC-2021-01498,24.348,2
OF-2023-0161,MP-0072,QC-2022-02975,17.996,3
OF-2024-0162,MP-0029,QC-2024-00829,10.709,1
OF-2024-0162,MP-0064,QC-2023-00107,43.289,2
OF-2024-0162,MP-0048,QC-2023-00238,47.813,3
OF-2024-0163,MP-0005,QC-2021-03075,42.879,1
OF-2024-0163,MP-0052,QC-2021-02754,48.875,2
OF-2024-0163,MP-0062,QC-2022-02416,37.254,3
OF-2024-0163,MP-0044,QC-2020-01258,27.831,4
OF-2024-0163,MP-0073,QC-2022-01187,34.177,5
OF-2024-0164,MP-0024,QC-2021-02292,43.076,1
OF-2024-0164,MP-0071,QC-2020-03025,28.049,2
OF-2024-0164,MP-0070,QC-2020-02902,7.971,3
OF-2021-0165,MP-0016,QC-2023-01690,33.173,1
OF-2021-0165,MP-0066,QC-2024-01582,25.605,2
OF-2021-0165,MP-0061,QC-2022-03122,38.803,3
OF-2023-0166,MP-0015,QC-2020-02160,9.125,1
OF-2023-0166,MP-0061,QC-2023-00713,15.588,2
OF-2023-0166,MP-0054,QC-2020-02677,23.074,3
OF-2022-0167,MP-0034,QC-2022-02704,39.61,1
OF-2022-0167,MP-0064,QC-2020-00964,6.18,2
OF-2022-0167,MP-0050,QC-2023-02886,17.371,3
OF-2022-0167,MP-0071,QC-2020-00381,48.359,4
OF-2022-0167,MP-0049,QC-2024-00419,37.373,5
OF-2022-0168,MP-0034,QC-2023-02894,28.949,1
OF-2022-0168,MP-0040,QC-2024-01781,29.389,2
OF-2022-0168,MP-0069,QC-2024-02802,30.857,3
OF-2024-0170,MP-0003,QC-2020-00756,19.405,1
OF-2024-0170,MP-0042,QC-2022-02932,13.827,2
OF-2024-0170,MP-0063,QC-2023-03274,6.718,3
OF-2024-0170,MP-0074,QC-2023-02303,28.946,4
OF-2024-0170,MP-0073,QC-2023-03467,28.597,5
OF-2023-0171,MP-0024,QC-2022-01610,21.591,1
OF-2023-0171,MP-0070,QC-2020-03259,17.12,2
OF-2023-0171,MP-0065,QC-2022-00038,34.861,3
OF-2023-0171,MP-0044,QC-2022-02305,39.001,4
OF-2022-0172,MP-0034,QC-2023-02894,19.934,1
OF-2022-0172,MP-0064,QC-2020-02470,30.614,2
OF-2022-0172,MP-0050,QC-2021-00018,35.286,3
OF-2022-0172,MP-0071,QC-2024-00662,17.582,4
OF-2022-0172,MP-0049,QC-2024-02584,12.916,5
OF-2021-0173,MP-0020,QC-2023-01828,16.304,1
OF-2021-0173,MP-0057,QC-2023-02123,22.693,2
OF-2021-0173,MP-0041,QC-2021-02570,22.733,3
OF-2021-0173,MP-0037,QC-2021-00435,20.886,4
OF-2021-0174,MP-0036,QC-2021-02796,16.098,1
OF-2021-0174,MP-0068,QC-2024-00503,35.759,2
OF-2021-0174,MP-0046,QC-2021-03364,30.922,3
OF-2021-0174,MP-0049,QC-2023-01593,40.529,4
OF-2021-0174,MP-0055,QC-2020-01168,43.983,5
OF-2021-0177,MP-0030,QC-2024-01969,13.397,1
OF-2021-0177,MP-0053,QC-2024-01863,37.509,2
OF-2021-0177,MP-0045,QC-2023-03277,13.005,3
OF-2022-0178,MP-0004,QC-2020-01124,23.164,1
OF-2022-0178,MP-0073,QC-2021-03222,14.974,2
OF-2022-0178,MP-0042,QC-2024-03155,15.002,3
OF-2023-0179,MP-0022,QC-2022-01725,9.6,1
OF-2023-0179,MP-0052,QC-2022-03433,9.779,2
OF-2023-0179,MP-0049,QC-2020-03363,22.605,3
OF-2020-0180,MP-0035,QC-2023-02953,28.352,1
OF-2020-0180,MP-0045,QC-2024-02505,47.731,2
OF-2020-0180,MP-0067,QC-2021-03409,19.597,3
OF-2021-0181,MP-0036,QC-2022-02841,17.929,1
OF-2021-0181,MP-0068,QC-2022-01414,15.089,2
OF-2021-0181,MP-0046,QC-2023-01065,18.798,3
OF-2021-0181,MP-0049,QC-2020-02883,10.399,4
OF-2021-0181,MP-0055,QC-2024-02697,42.095,5
OF-2024-0182,MP-0018,QC-2020-01833,31.955,1
OF-2024-0182,MP-0078,QC-2023-01163,7.11,2
OF-2024-0182,MP-0041,QC-2020-02230,42.486,3
OF-2024-0182,MP-0075,QC-2024-01989,31.189,4
OF-2024-0182,MP-0077,QC-2024-01138,40.705,5
OF-2024-0183,MP-0016,QC-2022-01169,22.754,1
OF-2024-0183,MP-0066,QC-2021-00189,19.636,2
OF-2024-0183,MP-0061,QC-2020-01782,9.839,3
OF-2021-0184,MP-0021,QC-2023-01341,37.802,1
OF-2021-0184,MP-0038,QC-2024-01806,32.872,2
OF-2021-0184,MP-0044,QC-2024-01190,41.789,3
OF-2021-0184,MP-0060,QC-2024-01830,37.753,4
OF-2020-0185,MP-0022,QC-2024-02179,25.13,1
OF-2020-0185,MP-0052,QC-2020-02084,7.061,2
OF-2020-0185,MP-0049,QC-2020-02883,16.959,3
OF-2023-0186,MP-0014,QC-2020-00501,17.757,1
OF-2023-0186,MP-0057,QC-2021-03068,40.66,2
OF-2023-0186,MP-0050,QC-2024-00106,39.935,3
OF-2023-0186,MP-0078,QC-2020-01172,25.548,4
OF-2023-0186,MP-0068,QC-2024-02854,47.659,5
OF-2023-0187,MP-0021,QC-2023-03105,26.28,1
OF-2023-0187,MP-0051,QC-2022-00138,32.228,2
OF-2023-0187,MP-0039,QC-2020-00543,39.099,3
OF-2021-0188,MP-0030,QC-2021-00956,15.575,1
OF-2021-0188,MP-0044,QC-2023-03325,28.705,2
OF-2021-0188,MP-0061,QC-2022-03171,39.514,3
OF-2021-0188,MP-0042,QC-2020-01954,12.326,4
OF-2021-0188,MP-0072,QC-2022-00984,47.083,5
OF-2024-0189,MP-0016,QC-2020-01650,7.627,1
OF-2024-0189,MP-0065,QC-2021-01655,43.882,2
OF-2024-0189,MP-0072,QC-2020-03408,27.79,3
OF-2021-0191,MP-0005,QC-2023-01162,11.22,1
OF-2021-0191,MP-0077,QC-2023-01333,27.959,2
OF-2021-0191,MP-0040,QC-2020-03356,17.583,3
OF-2021-0191,MP-0051,QC-2024-02936,20.279,4
OF-2021-0191,MP-0041,QC-2021-02570,23.988,5
OF-2024-0192,MP-0035,QC-2022-03449,17.961,1
OF-2024-0192,MP-0045,QC-2022-01005,18.704,2
OF-2024-0192,MP-0067,QC-2021-00845,48.544,3
OF-2022-0193,MP-0005,QC-2024-00359,11.126,1
OF-2022-0193,MP-0052,QC-2021-00021,44.712,2
OF-2022-0193,MP-0062,QC-2022-00124,12.017,3
OF-2022-0193,MP-0044,QC-2022-01765,21.763,4
OF-2022-0193,MP-0073,QC-2022-01041,31.385,5
OF-2020-0194,MP-0011,QC-2023-00616,33.919,1
OF-2020-0194,MP-0064,QC-2024-00517,40.969,2
OF-2020-0194,MP-0075,QC-2020-01944,8.116,3
OF-2020-0194,MP-0041,QC-2022-00087,19.579,4
OF-2020-0194,MP-0061,QC-2022-01840,6.521,5
OF-2023-0195,MP-0032,QC-2022-02080,30.0,1
OF-2023-0195,MP-0040,QC-2022-00874,35.69,2
OF-2023-0195,MP-0044,QC-2023-01697,18.647,3
OF-2022-0196,MP-0022,QC-2024-01801,22.362,1
OF-2022-0196,MP-0052,QC-2021-03011,11.483,2
OF-2022-0196,MP-0049,QC-2022-03359,49.571,3
OF-2022-0197,MP-0011,QC-2020-03319,37.371,1
OF-2022-0197,MP-0064,QC-2022-01556,33.942,2
OF-2022-0197,MP-0075,QC-2023-00857,38.611,3
OF-2022-0197,MP-0041,QC-2021-00422,21.483,4
OF-2022-0197,MP-0061,QC-2020-01915,49.316,5
OF-2020-0198,MP-0003,QC-2021-01619,14.412,1
OF-2020-0198,MP-0042,QC-2023-00214,28.662,2
OF-2020-0198,MP-0063,QC-2023-00539,36.84,3
OF-2020-0198,MP-0074,QC-2024-03257,41.736,4
OF-2020-0198,MP-0073,QC-2020-00581,13.569,5
OF-2020-0199,MP-0018,QC-2024-02161,11.445,1
OF-2020-0199,MP-0078,QC-2021-03392,5.319,2
OF-2020-0199,MP-0041,QC-2021-01235,33.083,3
OF-2020-0199,MP-0075,QC-2024-00387,21.972,4
OF-2020-0199,MP-0077,QC-2022-00007,44.847,5
OF-2021-0200,MP-0022,QC-2022-01326,27.029,1
OF-2021-0200,MP-0052,QC-2024-01471,37.29,2
OF-2021-0200,MP-0049,QC-2021-02266,20.525,3
OF-2020-0201,MP-0029,QC-2022-02395,28.341,1
OF-2020-0201,MP-0064,QC-2024-00281,34.932,2
OF-2020-0201,MP-0048,QC-2022-01529,40.412,3
OF-2021-0203,MP-0021,QC-2024-02439,30.292,1
OF-2021-0203,MP-0038,QC-2024-01378,26.773,2
OF-2021-0203,MP-0044,QC-2024-02476,11.964,3
OF-2021-0203,MP-0060,QC-2022-02385,47.396,4
OF-2020-0204,MP-0021,QC-2023-00576,27.992,1
OF-2020-0204,MP-0038,QC-2020-02750,22.209,2
OF-2020-0204,MP-0044,QC-2023-03472,15.849,3
OF-2020-0204,MP-0060,QC-2024-00260,22.662,4
OF-2024-0205,MP-0016,QC-2022-02649,24.779,1
OF-2024-0205,MP-0065,QC-2022-00513,34.044,2
OF-2024-0205,MP-0072,QC-2023-01090,7.849,3
OF-2024-0207,MP-0005,QC-2021-01285,46.661,1
OF-2024-0207,MP-0077,QC-2023-03256,48.498,2
OF-2024-0207,MP-0040,QC-2023-00131,19.662,3
OF-2024-0207,MP-0051,QC-2023-00498,11.984,4
OF-2024-0207,MP-0041,QC-2024-02538,45.934,5
OF-2024-0208,MP-0032,QC-2020-00623,47.99,1
OF-2024-0208,MP-0040,QC-2024-01934,40.973,2
OF-2024-0208,MP-0044,QC-2024-00640,33.816,3
OF-2021-0210,MP-0014,QC-2022-01465,34.399,1
OF-2021-0210,MP-0057,QC-2021-02942,48.387,2
OF-2021-0210,MP-0050,QC-2021-03210,14.143,3
OF-2021-0210,MP-0078,QC-2024-03069,47.286,4
OF-2021-0210,MP-0068,QC-2024-01524,23.804,5
OF-2024-0211,MP-0031,QC-2020-02699,38.17,1
OF-2024-0211,MP-0049,QC-2021-02361,14.849,2
OF-2024-0211,MP-0043,QC-2022-02851,18.043,3
OF-2024-0211,MP-0064,QC-2022-00090,30.697,4
OF-2024-0212,MP-0017,QC-2023-02904,41.484,1
OF-2024-0212,MP-0037,QC-2020-02408,32.505,2
OF-2024-0212,MP-0044,QC-2024-00726,13.121,3
OF-2024-0212,MP-0071,QC-2020-01960,32.162,4
OF-2024-0212,MP-0054,QC-2024-03157,24.746,5
OF-2023-0213,MP-0036,QC-2023-02001,8.145,1
OF-2023-0213,MP-0053,QC-2024-00600,19.9,2
OF-2023-0213,MP-0074,QC-2023-02417,45.548,3
OF-2023-0213,MP-0064,QC-2020-02470,39.189,4
OF-2023-0213,MP-0062,QC-2024-02151,37.344,5
OF-2022-0214,MP-0032,QC-2021-01877,11.222,1
OF-2022-0214,MP-0040,QC-2020-02617,47.561,2
OF-2022-0214,MP-0044,QC-2024-03423,15.936,3
OF-2020-0215,MP-0014,QC-2020-00501,11.062,1
OF-2020-0215,MP-0057,QC-2022-01441,22.871,2
OF-2020-0215,MP-0050,QC-2022-00256,29.659,3
OF-2020-0215,MP-0078,QC-2020-01172,6.695,4
OF-2020-0215,MP-0068,QC-2024-00225,16.939,5
OF-2022-0216,MP-0016,QC-2020-03496,47.288,1
OF-2022-0216,MP-0065,QC-2024-02074,28.338,2
OF-2022-0216,MP-0072,QC-2021-02818,43.863,3
OF-2021-0217,MP-0005,QC-2021-01285,36.199,1
OF-2021-0217,MP-0077,QC-2021-01468,35.031,2
OF-2021-0217,MP-0040,QC-2020-01694,13.31,3
OF-2021-0217,MP-0051,QC-2024-02936,29.075,4
OF-2021-0217,MP-0041,QC-2020-00285,40.941,5
OF-2021-0220,MP-0024,QC-2022-00509,41.66,1
OF-2021-0220,MP-0071,QC-2020-02490,19.433,2
OF-2021-0220,MP-0070,QC-2021-02015,7.988,3
OF-2021-0221,MP-0030,QC-2021-00767,6.028,1
OF-2021-0221,MP-0053,QC-2023-01178,33.931,2
OF-2021-0221,MP-0045,QC-2024-01080,40.065,3
OF-2023-0222,MP-0014,QC-2023-03057,6.081,1
OF-2023-0222,MP-0057,QC-2022-01159,13.948,2
OF-2023-0222,MP-0052,QC-2020-01628,34.419,3
OF-2023-0222,MP-0053,QC-2020-02779,13.678,4
OF-2023-0222,MP-0062,QC-2022-02515,42.046,5
OF-2023-0223,MP-0030,QC-2020-03213,8.719,1
OF-2023-0223,MP-0044,QC-2021-03291,9.182,2
OF-2023-0223,MP-0061,QC-2020-00389,11.533,3
OF-2023-0223,MP-0042,QC-2023-00166,33.498,4
OF-2023-0223,MP-0072,QC-2023-01061,10.2,5
OF-2020-0224,MP-0030,QC-2024-03083,23.455,1
OF-2020-0224,MP-0053,QC-2020-01147,7.408,2
OF-2020-0224,MP-0045,QC-2023-00708,10.217,3
OF-2022-0225,MP-0034,QC-2024-00684,46.098,1
OF-2022-0225,MP-0064,QC-2023-00107,10.443,2
OF-2022-0225,MP-0050,QC-2024-00106,25.092,3
OF-2022-0225,MP-0071,QC-2020-03461,20.432,4
OF-2022-0225,MP-0049,QC-2022-03396,46.649,5
OF-2021-0228,MP-0014,QC-2024-01202,30.735,1
OF-2021-0228,MP-0057,QC-2020-01702,22.113,2
OF-2021-0228,MP-0052,QC-2024-01471,29.127,3
OF-2021-0228,MP-0053,QC-2020-01193,25.49,4
OF-2021-0228,MP-0062,QC-2024-02903,41.507,5
OF-2022-0229,MP-0035,QC-2020-01023,39.396,1
OF-2022-0229,MP-0069,QC-2024-01213,12.926,2
OF-2022-0229,MP-0053,QC-2021-00985,17.8,3
OF-2023-0230,MP-0016,QC-2021-02366,28.617,1
OF-2023-0230,MP-0065,QC-2020-01687,43.693,2
OF-2023-0230,MP-0072,QC-2021-03297,34.922,3
OF-2022-0232,MP-0012,QC-2024-00441,42.8,1
OF-2022-0232,MP-0043,QC-2020-01369,36.528,2
OF-2022-0232,MP-0077,QC-2021-01468,49.756,3
OF-2022-0232,MP-0056,QC-2023-02680,37.471,4
OF-2022-0232,MP-0069,QC-2022-00251,41.471,5
OF-2023-0233,MP-0020,QC-2023-01554,37.205,1
OF-2023-0233,MP-0057,QC-2020-02454,31.829,2
OF-2023-0233,MP-0041,QC-2021-00422,40.065,3
OF-2023-0233,MP-0037,QC-2021-02737,27.345,4
OF-2024-0234,MP-0024,QC-2023-01508,48.6,1
OF-2024-0234,MP-0049,QC-2022-00621,11.385,2
OF-2024-0234,MP-0041,QC-2021-00629,24.074,3
OF-2024-0234,MP-0039,QC-2020-01499,29.736,4
OF-2024-0234,MP-0051,QC-2022-02291,21.501,5
OF-2024-0235,MP-0024,QC-2023-01456,43.085,1
OF-2024-0235,MP-0071,QC-2024-01029,47.368,2
OF-2024-0235,MP-0070,QC-2021-03495,40.033,3
OF-2020-0236,MP-0024,QC-2023-00370,24.011,1
OF-2020-0236,MP-0049,QC-2024-01968,32.641,2
OF-2020-0236,MP-0041,QC-2021-02045,15.386,3
OF-2020-0236,MP-0039,QC-2020-01912,17.507,4
OF-2020-0236,MP-0051,QC-2021-00438,31.958,5
OF-2022-0237,MP-0024,QC-2022-00509,24.405,1
OF-2022-0237,MP-0060,QC-2022-03156,31.587,2
OF-2022-0237,MP-0059,QC-2020-01789,15.269,3
OF-2023-0239,MP-0022,QC-2021-01553,19.375,1
OF-2023-0239,MP-0052,QC-2024-01313,42.25,2
OF-2023-0239,MP-0049,QC-2022-03192,33.428,3
OF-2021-0240,MP-0030,QC-2024-01822,6.457,1
OF-2021-0240,MP-0044,QC-2023-00426,10.611,2
OF-2021-0240,MP-0061,QC-2022-02421,21.343,3
OF-2021-0240,MP-0042,QC-2020-01954,48.047,4
OF-2021-0240,MP-0072,QC-2021-03297,46.139,5
OF-2020-0243,MP-0036,QC-2023-02001,31.556,1
OF-2020-0243,MP-0068,QC-2022-02054,21.739,2
OF-2020-0243,MP-0046,QC-2021-02022,42.958,3
OF-2020-0243,MP-0049,QC-2024-01137,16.308,4
OF-2020-0243,MP-0055,QC-2022-00537,11.159,5
OF-2022-0244,MP-0017,QC-2020-00030,9.975,1
OF-2022-0244,MP-0037,QC-2021-02671,7.673,2
OF-2022-0244,MP-0044,QC-2024-00726,40.877,3
OF-2022-0244,MP-0071,QC-2021-02183,10.519,4
OF-2022-0244,MP-0054,QC-2020-01247,6.199,5
OF-2024-0245,MP-0020,QC-2024-03209,15.343,1
OF-2024-0245,MP-0057,QC-2024-01897,22.939,2
OF-2024-0245,MP-0041,QC-2020-03070,47.444,3
OF-2024-0245,MP-0037,QC-2020-02408,12.284,4
OF-2020-0246,MP-0022,QC-2021-00202,28.258,1
OF-2020-0246,MP-0052,QC-2024-02307,25.149,2
OF-2020-0246,MP-0049,QC-2022-00896,31.674,3
OF-2020-0247,MP-0014,QC-2022-03264,7.736,1
OF-2020-0247,MP-0057,QC-2023-00276,13.797,2
OF-2020-0247,MP-0052,QC-2020-00183,23.386,3
OF-2020-0247,MP-0053,QC-2022-01011,16.093,4
OF-2020-0247,MP-0062,QC-2022-01961,37.068,5
OF-2020-0248,MP-0004,QC-2022-01475,21.25,1
OF-2020-0248,MP-0073,QC-2020-02803,47.925,2
OF-2020-0248,MP-0042,QC-2023-02604,18.511,3
OF-2020-0249,MP-0024,QC-2020-01289,6.116,1
OF-2020-0249,MP-0070,QC-2023-02382,24.579,2
OF-2020-0249,MP-0065,QC-2022-01719,28.926,3
OF-2020-0249,MP-0044,QC-2024-03423,35.436,4
OF-2022-0250,MP-0005,QC-2023-02060,31.827,1
OF-2022-0250,MP-0077,QC-2024-02700,6.336,2
OF-2022-0250,MP-0040,QC-2024-00590,30.257,3
OF-2022-0250,MP-0051,QC-2021-01111,13.953,4
OF-2022-0250,MP-0041,QC-2024-02849,41.164,5
OF-2021-0251,MP-0035,QC-2022-02180,12.046,1
OF-2021-0251,MP-0069,QC-2024-02007,46.489,2
OF-2021-0251,MP-0053,QC-2023-02517,45.034,3
OF-2021-0253,MP-0016,QC-2022-00541,28.608,1
OF-2021-0253,MP-0066,QC-2020-02524,11.22,2
OF-2021-0253,MP-0061,QC-2022-03171,26.375,3
OF-2020-0254,MP-0015,QC-2022-01580,23.666,1
OF-2020-0254,MP-0061,QC-2020-00356,18.977,2
OF-2020-0254,MP-0054,QC-2021-01835,33.208,3
OF-2024-0255,MP-0024,QC-2022-00673,7.276,1
OF-2024-0255,MP-0049,QC-2021-02836,26.854,2
OF-2024-0255,MP-0041,QC-2020-02036,10.595,3
OF-2024-0255,MP-0039,QC-2022-01194,6.681,4
OF-2024-0255,MP-0051,QC-2022-03336,34.48,5
OF-2021-0256,MP-0032,QC-2021-02511,8.058,1
OF-2021-0256,MP-0050,QC-2023-01889,30.838,2
OF-2021-0256,MP-0062,QC-2022-01009,16.218,3
OF-2021-0256,MP-0040,QC-2024-03487,7.96,4
OF-2020-0257,MP-0036,QC-2023-02644,32.398,1
OF-2020-0257,MP-0053,QC-2020-00478,41.352,2
OF-2020-0257,MP-0074,QC-2024-01079,34.096,3
OF-2020-0257,MP-0064,QC-2021-02600,46.817,4
OF-2020-0257,MP-0062,QC-2020-01620,40.25,5
OF-2022-0258,MP-0022,QC-2022-01271,34.161,1
OF-2022-0258,MP-0052,QC-2021-01402,25.846,2
OF-2022-0258,MP-0049,QC-2023-02218,35.832,3
OF-2022-0259,MP-0005,QC-2023-02559,38.746,1
OF-2022-0259,MP-0038,QC-2024-00349,23.49,2
OF-2022-0259,MP-0074,QC-2023-01368,47.995,3
OF-2022-0259,MP-0072,QC-2023-01061,14.733,4
OF-2020-0260,MP-0012,QC-2021-02456,30.696,1
OF-2020-0260,MP-0043,QC-2024-01764,15.498,2
OF-2020-0260,MP-0077,QC-2024-00749,39.299,3
OF-2020-0260,MP-0056,QC-2024-03164,13.236,4
OF-2020-0260,MP-0069,QC-2023-03337,36.0,5
OF-2023-0261,MP-0027,QC-2024-01829,31.229,1
OF-2023-0261,MP-0040,QC-2024-00590,49.805,2
OF-2023-0261,MP-0078,QC-2021-02527,41.316,3
OF-2023-0261,MP-0043,QC-2022-00652,37.017,4
OF-2020-0262,MP-0017,QC-2020-03283,11.28,1
OF-2020-0262,MP-0037,QC-2024-01155,26.027,2
OF-2020-0262,MP-0044,QC-2023-03325,25.733,3
OF-2020-0262,MP-0071,QC-2021-02333,42.991,4
OF-2020-0262,MP-0054,QC-2021-00532,9.006,5
OF-2024-0263,MP-0024,QC-2024-00055,33.387,1
OF-2024-0263,MP-0060,QC-2023-02694,33.25,2
OF-2024-0263,MP-0059,QC-2024-00151,43.233,3
OF-2024-0264,MP-0029,QC-2022-01602,21.622,1
OF-2024-0264,MP-0064,QC-2022-02820,31.796,2
OF-2024-0264,MP-0048,QC-2024-03046,25.186,3
OF-2020-0265,MP-0014,QC-2020-02210,48.313,1
OF-2020-0265,MP-0057,QC-2021-02973,42.633,2
OF-2020-0265,MP-0050,QC-2020-03074,33.168,3
OF-2020-0265,MP-0078,QC-2020-01975,46.751,4
OF-2020-0265,MP-0068,QC-2021-02824,6.374,5
OF-2023-0266,MP-0018,QC-2021-00812,18.685,1
OF-2023-0266,MP-0078,QC-2021-00948,12.232,2
OF-2023-0266,MP-0041,QC-2024-00407,25.308,3
OF-2023-0266,MP-0075,QC-2024-02121,28.488,4
OF-2023-0266,MP-0077,QC-2020-00916,30.699,5
OF-2022-0267,MP-0005,QC-2024-02071,46.963,1
OF-2022-0267,MP-0077,QC-2021-02934,12.766,2
OF-2022-0267,MP-0040,QC-2023-00131,16.678,3
OF-2022-0267,MP-0051,QC-2024-00137,23.845,4
OF-2022-0267,MP-0041,QC-2022-01241,26.297,5
OF-2024-0268,MP-0016,QC-2022-00917,22.111,1
OF-2024-0268,MP-0066,QC-2021-00189,18.48,2
OF-2024-0268,MP-0061,QC-2024-01637,9.118,3
OF-2023-0269,MP-0021,QC-2024-01043,27.99,1
OF-2023-0269,MP-0040,QC-2022-02345,35.345,2
OF-2023-0269,MP-0074,QC-2020-02013,17.169,3
OF-2023-0270,MP-0030,QC-2024-02992,30.186,1
OF-2023-0270,MP-0053,QC-2020-02779,11.77,2
OF-2023-0270,MP-0045,QC-2022-02637,31.037,3
OF-2024-0271,MP-0034,QC-2020-03151,33.592,1
OF-2024-0271,MP-0040,QC-2023-01444,6.941,2
OF-2024-0271,MP-0069,QC-2020-01707,15.32,3
OF-2021-0272,MP-0021,QC-2020-03373,24.059,1
OF-2021-0272,MP-0051,QC-2023-01280,24.222,2
OF-2021-0272,MP-0039,QC-2020-01912,45.481,3
OF-2021-0273,MP-0021,QC-2023-02966,17.785,1
OF-2021-0273,MP-0040,QC-2024-03456,29.895,2
OF-2021-0273,MP-0074,QC-2024-00966,19.999,3
OF-2021-0274,MP-0034,QC-2023-02442,31.147,1
OF-2021-0274,MP-0064,QC-2020-02198,13.178,2
OF-2021-0274,MP-0050,QC-2024-00106,44.815,3
OF-2021-0274,MP-0071,QC-2024-01664,36.59,4
OF-2021-0274,MP-0049,QC-2021-01717,42.579,5
OF-2022-0275,MP-0034,QC-2020-01217,37.416,1
OF-2022-0275,MP-0064,QC-2020-02300,6.153,2
OF-2022-0275,MP-0050,QC-2023-02886,28.027,3
OF-2022-0275,MP-0071,QC-2023-00613,7.914,4
OF-2022-0275,MP-0049,QC-2023-00034,11.883,5
OF-2020-0276,MP-0004,QC-2024-01114,12.191,1
OF-2020-0276,MP-0073,QC-2023-01608,31.1,2
OF-2020-0276,MP-0042,QC-2022-01198,42.148,3
OF-2021-0277,MP-0005,QC-2023-02485,10.628,1
OF-2021-0277,MP-0038,QC-2024-02890,48.545,2
OF-2021-0277,MP-0074,QC-2024-03176,40.04,3
OF-2021-0277,MP-0072,QC-2024-01732,29.058,4
OF-2023-0278,MP-0029,QC-2024-01443,32.634,1
OF-2023-0278,MP-0064,QC-2020-02300,11.186,2
OF-2023-0278,MP-0048,QC-2022-01845,22.783,3
OF-2024-0279,MP-0014,QC-2020-02210,32.087,1
OF-2024-0279,MP-0057,QC-2022-00272,24.121,2
OF-2024-0279,MP-0050,QC-2023-00450,9.013,3
OF-2024-0279,MP-0078,QC-2020-00325,14.65,4
OF-2024-0279,MP-0068,QC-2021-00353,31.392,5
OF-2024-0283,MP-0032,QC-2022-00439,15.469,1
OF-2024-0283,MP-0040,QC-2024-02199,37.387,2
OF-2024-0283,MP-0044,QC-2023-00045,20.378,3
OF-2023-0285,MP-0021,QC-2022-00763,23.027,1
OF-2023-0285,MP-0038,QC-2022-00125,45.95,2
OF-2023-0285,MP-0044,QC-2022-02305,45.789,3
OF-2023-0285,MP-0060,QC-2021-01223,38.771,4
OF-2020-0286,MP-0031,QC-2023-00603,32.733,1
OF-2020-0286,MP-0049,QC-2023-02190,19.305,2
OF-2020-0286,MP-0043,QC-2024-00443,44.287,3
OF-2020-0286,MP-0064,QC-2022-01556,17.312,4
OF-2022-0287,MP-0035,QC-2023-00266,26.152,1
OF-2022-0287,MP-0042,QC-2022-03466,26.791,2
OF-2022-0287,MP-0052,QC-2022-00497,39.758,3
OF-2023-0289,MP-0001,QC-2021-03231,33.372,1
OF-2023-0289,MP-0053,QC-2024-03001,29.347,2
OF-2023-0289,MP-0066,QC-2021-02916,37.827,3
OF-2023-0289,MP-0055,QC-2020-02141,25.778,4
OF-2020-0290,MP-0016,QC-2021-01423,8.583,1
OF-2020-0290,MP-0065,QC-2020-01567,23.616,2
OF-2020-0290,MP-0072,QC-2024-00730,40.427,3
OF-2023-0291,MP-0021,QC-2024-02707,33.197,1
OF-2023-0291,MP-0038,QC-2022-01367,29.566,2
OF-2023-0291,MP-0044,QC-2022-03453,32.783,3
OF-2023-0291,MP-0060,QC-2022-03254,16.204,4
OF-2022-0292,MP-0032,QC-2021-02761,29.73,1
OF-2022-0292,MP-0050,QC-2024-02108,46.864,2
OF-2022-0292,MP-0062,QC-2020-01604,30.525,3
OF-2022-0292,MP-0040,QC-2024-03456,45.164,4
OF-2021-0293,MP-0016,QC-2024-02277,16.755,1
OF-2021-0293,MP-0066,QC-2024-00967,41.161,2
OF-2021-0293,MP-0061,QC-2024-00264,9.979,3
OF-2020-0294,MP-0036,QC-2024-02624,35.579,1
OF-2020-0294,MP-0068,QC-2024-00229,43.017,2
OF-2020-0294,MP-0046,QC-2020-02119,49.761,3
OF-2020-0294,MP-0049,QC-2024-01137,36.365,4
OF-2020-0294,MP-0055,QC-2022-02079,45.012,5
OF-2021-0295,MP-0015,QC-2024-00494,26.352,1
OF-2021-0295,MP-0061,QC-2021-01689,35.724,2
OF-2021-0295,MP-0054,QC-2020-00307,15.218,3
OF-2023-0296,MP-0001,QC-2021-01945,14.321,1
OF-2023-0296,MP-0053,QC-2024-01846,16.185,2
OF-2023-0296,MP-0066,QC-2020-02278,34.143,3
OF-2023-0296,MP-0055,QC-2022-00537,28.16,4
OF-2021-0297,MP-0017,QC-2020-02920,7.512,1
OF-2021-0297,MP-0037,QC-2020-02408,5.346,2
OF-2021-0297,MP-0044,QC-2024-00182,31.735,3
